"","id","age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
"4603",4603,42,"Private",281209,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"4604",4604,50,"NULL",281504,"Some-college",10,"Married-civ-spouse","NULL","Husband","White","Male",0,0,40,"United-States","<=50K"
"4605",4605,35,"Private",263081,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,60,"United-States",">50K"
"4606",4606,29,"Private",146343,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
"4607",4607,19,"Self-emp-not-inc",47176,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
"4608",4608,26,"Local-gov",283217,"Some-college",10,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4609",4609,65,"Private",109351,"9th",5,"Widowed","Priv-house-serv","Unmarried","Black","Female",0,0,24,"United-States","<=50K"
"4610",4610,55,"Private",234125,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"4611",4611,49,"Private",39986,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"4612",4612,48,"Private",272778,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"4613",4613,23,"Private",178207,"Some-college",10,"Never-married","Handlers-cleaners","Unmarried","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K"
"4614",4614,25,"Local-gov",163101,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"4615",4615,31,"Private",163003,"Assoc-acdm",12,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"4616",4616,29,"Private",133625,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
"4617",4617,28,"Private",215873,"10th",6,"Never-married","Machine-op-inspct","Own-child","Black","Male",0,0,45,"United-States","<=50K"
"4618",4618,53,"Local-gov",35305,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,57,"United-States","<=50K"
"4619",4619,44,"Private",286750,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1902,40,"United-States",">50K"
"4620",4620,44,"Private",201723,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States",">50K"
"4621",4621,31,"Private",210008,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4622",4622,39,"Self-emp-not-inc",174330,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"4623",4623,22,"Private",126822,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,60,"United-States","<=50K"
"4624",4624,22,"Private",136767,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
"4625",4625,40,"Private",149102,"HS-grad",9,"Married-spouse-absent","Handlers-cleaners","Not-in-family","White","Male",2174,0,60,"Poland","<=50K"
"4626",4626,27,"Private",253814,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4627",4627,62,"Self-emp-not-inc",102631,"Some-college",10,"Widowed","Farming-fishing","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"4628",4628,46,"Private",267107,"5th-6th",3,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,45,"Italy","<=50K"
"4629",4629,39,"Private",38312,"Some-college",10,"Married-spouse-absent","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",">50K"
"4630",4630,41,"Private",154668,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4631",4631,40,"Self-emp-not-inc",89413,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K"
"4632",4632,38,"Private",82552,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",594,0,50,"United-States","<=50K"
"4633",4633,34,"Private",118551,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4634",4634,43,"Private",83756,"Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,50,"United-States","<=50K"
"4635",4635,35,"Private",204590,"Assoc-voc",11,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States",">50K"
"4636",4636,42,"Local-gov",340148,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"4637",4637,52,"Private",139176,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,8,"United-States","<=50K"
"4638",4638,34,"Private",304030,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States","<=50K"
"4639",4639,52,"Private",131631,"11th",7,"Separated","Machine-op-inspct","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"4640",4640,43,"Private",281138,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4641",4641,22,"Private",244366,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4642",4642,50,"Private",189183,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"4643",4643,35,"NULL",333305,"Some-college",10,"Married-civ-spouse","NULL","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4644",4644,42,"Private",152889,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"4645",4645,44,"Self-emp-not-inc",26669,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,99,"United-States","<=50K"
"4646",4646,25,"Private",176756,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4647",4647,47,"Federal-gov",31339,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"4648",4648,21,"NULL",205939,"Some-college",10,"Never-married","NULL","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4649",4649,28,"Private",203710,"Bachelors",13,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4650",4650,77,"NULL",185426,"HS-grad",9,"Married-civ-spouse","NULL","Husband","White","Male",0,0,15,"United-States","<=50K"
"4651",4651,53,"Private",48343,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States",">50K"
"4652",4652,45,"Private",120131,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
"4653",4653,40,"Private",138975,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,56,"United-States","<=50K"
"4654",4654,66,"Self-emp-not-inc",298834,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"4655",4655,29,"Private",299705,"Some-college",10,"Never-married","Handlers-cleaners","Unmarried","Black","Male",0,0,37,"United-States","<=50K"
"4656",4656,34,"Private",183778,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4657",4657,47,"Federal-gov",380127,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4658",4658,17,"NULL",112942,"10th",6,"Never-married","NULL","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4659",4659,39,"Private",237943,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,1726,40,"United-States","<=50K"
"4660",4660,24,"Private",52028,"1st-4th",2,"Married-civ-spouse","Other-service","Own-child","Asian-Pac-Islander","Female",0,0,5,"Vietnam","<=50K"
"4661",4661,43,"Private",193882,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,40,"United-States",">50K"
"4662",4662,29,"Private",90934,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,64,"Philippines",">50K"
"4663",4663,40,"Private",104196,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"4664",4664,24,"Private",234460,"9th",5,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"Dominican-Republic","<=50K"
"4665",4665,73,"Self-emp-not-inc",143833,"12th",8,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,18,"United-States","<=50K"
"4666",4666,72,"NULL",177226,"HS-grad",9,"Married-civ-spouse","NULL","Husband","White","Male",0,0,8,"United-States","<=50K"
"4667",4667,34,"Private",238305,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,1628,12,"NULL","<=50K"
"4668",4668,26,"Private",159732,"HS-grad",9,"Widowed","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4669",4669,49,"State-gov",324791,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4670",4670,22,"Private",169188,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Female",0,0,20,"United-States","<=50K"
"4671",4671,35,"Self-emp-inc",82051,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
"4672",4672,45,"Federal-gov",311671,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",3908,0,40,"United-States","<=50K"
"4673",4673,33,"Private",245659,"Some-college",10,"Separated","Other-service","Unmarried","White","Female",0,0,38,"El-Salvador","<=50K"
"4674",4674,23,"NULL",87569,"Some-college",10,"Separated","NULL","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4675",4675,21,"Private",253583,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4676",4676,36,"Private",128757,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","Black","Male",7298,0,36,"United-States",">50K"
"4677",4677,37,"Local-gov",287306,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",99999,0,40,"NULL",">50K"
"4678",4678,64,"Private",86972,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4679",4679,38,"Self-emp-not-inc",414991,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,70,"NULL","<=50K"
"4680",4680,64,"NULL",178556,"10th",6,"Married-civ-spouse","NULL","Husband","White","Male",0,0,56,"United-States",">50K"
"4681",4681,33,"Local-gov",167474,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"4682",4682,46,"Private",196858,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"4683",4683,37,"State-gov",28887,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"4684",4684,35,"Private",272476,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States",">50K"
"4685",4685,41,"Local-gov",129060,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"4686",4686,38,"Private",195686,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"4687",4687,36,"Private",46706,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4688",4688,53,"Local-gov",293941,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4689",4689,46,"State-gov",192779,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Male",0,2258,38,"United-States",">50K"
"4690",4690,34,"Private",176117,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,35,"United-States","<=50K"
"4691",4691,43,"NULL",142030,"HS-grad",9,"Divorced","NULL","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4692",4692,29,"Private",427965,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4693",4693,41,"Private",137126,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
"4694",4694,22,"Self-emp-inc",375422,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"South","<=50K"
"4695",4695,33,"Private",184016,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4696",4696,46,"Self-emp-not-inc",220832,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,58,"United-States",">50K"
"4697",4697,70,"Self-emp-not-inc",177199,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,3,"United-States","<=50K"
"4698",4698,40,"Federal-gov",77332,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"4699",4699,51,"Self-emp-not-inc",121548,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States","<=50K"
"4700",4700,43,"Private",136721,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"4701",4701,31,"Private",206609,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"4702",4702,72,"Private",116640,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3471,0,20,"United-States","<=50K"
"4703",4703,49,"State-gov",336509,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"4704",4704,45,"Private",77764,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"4705",4705,62,"NULL",141218,"Masters",14,"Married-civ-spouse","NULL","Husband","White","Male",0,0,30,"United-States",">50K"
"4706",4706,40,"Self-emp-not-inc",198953,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,2,"United-States","<=50K"
"4707",4707,39,"Local-gov",45607,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"United-States","<=50K"
"4708",4708,30,"Private",35644,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K"
"4709",4709,56,"Private",282023,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"4710",4710,35,"Private",172571,"Assoc-voc",11,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"4711",4711,36,"Private",199739,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,60,"United-States",">50K"
"4712",4712,60,"Private",101096,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,65,"United-States",">50K"
"4713",4713,29,"Private",161857,"HS-grad",9,"Married-spouse-absent","Other-service","Not-in-family","Other","Female",0,0,40,"Columbia","<=50K"
"4714",4714,18,"Private",142647,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
"4715",4715,53,"Private",122412,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4716",4716,23,"Private",396099,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"4717",4717,19,"NULL",220517,"Some-college",10,"Never-married","NULL","Own-child","White","Female",0,0,15,"United-States","<=50K"
"4718",4718,22,"State-gov",157332,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
"4719",4719,34,"Private",144949,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"4720",4720,60,"Private",88055,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"4721",4721,33,"Private",168981,"Assoc-voc",11,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"4722",4722,75,"NULL",164849,"9th",5,"Married-civ-spouse","NULL","Husband","Black","Male",1409,0,5,"United-States","<=50K"
"4723",4723,28,"Local-gov",202558,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4724",4724,41,"Private",145220,"9th",5,"Never-married","Priv-house-serv","Unmarried","White","Female",0,0,40,"Columbia","<=50K"
"4725",4725,18,"Private",212370,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States","<=50K"
"4726",4726,39,"Private",65738,"Masters",14,"Never-married","Other-service","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
"4727",4727,27,"Private",228472,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"4728",4728,51,"Self-emp-inc",98642,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"4729",4729,39,"Private",286789,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"4730",4730,37,"Private",201531,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"4731",4731,36,"Private",172104,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,40,"India",">50K"
"4732",4732,45,"Private",214068,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4733",4733,31,"Private",80933,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United-States","<=50K"
"4734",4734,32,"Private",87643,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"4735",4735,64,"Private",221343,"1st-4th",2,"Divorced","Priv-house-serv","Not-in-family","White","Female",0,0,12,"United-States","<=50K"
"4736",4736,56,"Self-emp-inc",267763,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"NULL","<=50K"
"4737",4737,49,"State-gov",102308,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States",">50K"
"4738",4738,31,"Private",176831,"10th",6,"Divorced","Sales","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"4739",4739,37,"Private",77820,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4740",4740,39,"Private",326342,"11th",7,"Married-civ-spouse","Other-service","Husband","Black","Male",2635,0,37,"United-States","<=50K"
"4741",4741,31,"Private",309974,"Some-college",10,"Separated","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"4742",4742,30,"Private",296453,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K"
"4743",4743,24,"Local-gov",322658,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4744",4744,40,"Private",247880,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"4745",4745,49,"Private",166857,"9th",5,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4746",4746,32,"Private",199529,"Some-college",10,"Separated","Tech-support","Not-in-family","Amer-Indian-Eskimo","Male",0,1980,40,"United-States","<=50K"
"4747",4747,28,"Private",197905,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"4748",4748,30,"Private",331419,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",4787,0,50,"United-States",">50K"
"4749",4749,35,"Private",186110,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"4750",4750,33,"Private",142675,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"4751",4751,41,"Federal-gov",106982,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",">50K"
"4752",4752,32,"Private",207668,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"4753",4753,29,"Private",420054,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"4754",4754,51,"Self-emp-not-inc",388496,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,8,"Puerto-Rico",">50K"
"4755",4755,31,"Private",103435,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"4756",4756,33,"Private",53042,"12th",8,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"4757",4757,45,"Private",265083,"5th-6th",3,"Divorced","Priv-house-serv","Unmarried","White","Female",0,0,35,"Mexico","<=50K"
"4758",4758,62,"Self-emp-not-inc",71467,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",">50K"
"4759",4759,21,"Private",202125,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4760",4760,35,"Private",85399,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4761",4761,30,"Private",175083,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
"4762",4762,23,"State-gov",235853,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,22,"United-States","<=50K"
"4763",4763,46,"Local-gov",324561,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
"4764",4764,32,"Private",299635,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Germany","<=50K"
"4765",4765,54,"Self-emp-not-inc",136224,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"4766",4766,31,"Private",172865,"5th-6th",3,"Never-married","Farming-fishing","Own-child","White","Male",0,0,25,"Mexico","<=50K"
"4767",4767,41,"Local-gov",351350,"Some-college",10,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4768",4768,34,"NULL",24504,"HS-grad",9,"Never-married","NULL","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4769",4769,26,"Private",284343,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"4770",4770,39,"Self-emp-inc",222641,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"4771",4771,35,"Private",258339,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"4772",4772,18,"Private",217743,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4773",4773,70,"Private",102610,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
"4774",4774,25,"Private",189775,"Some-college",10,"Married-spouse-absent","Adm-clerical","Own-child","Black","Female",0,0,20,"United-States","<=50K"
"4775",4775,33,"Private",166961,"11th",7,"Separated","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
"4776",4776,27,"Private",220754,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
"4777",4777,28,"Private",277746,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"4778",4778,39,"Private",346478,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"4779",4779,34,"Private",185063,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
"4780",4780,56,"Self-emp-not-inc",200235,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
"4781",4781,60,"Private",63296,"Masters",14,"Divorced","Prof-specialty","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
"4782",4782,28,"Self-emp-inc",153291,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
"4783",4783,54,"Private",172962,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1340,40,"United-States","<=50K"
"4784",4784,35,"Private",208165,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"4785",4785,28,"State-gov",78356,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"Jamaica","<=50K"
"4786",4786,29,"Private",137618,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,41,"United-States",">50K"
"4787",4787,72,"Private",38360,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,16,"United-States","<=50K"
"4788",4788,31,"Local-gov",243665,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,41,"United-States",">50K"
"4789",4789,46,"State-gov",265554,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"4790",4790,25,"Private",25386,"Assoc-voc",11,"Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
"4791",4791,45,"Private",277434,"Assoc-acdm",12,"Widowed","Tech-support","Unmarried","White","Male",0,0,40,"United-States",">50K"
"4792",4792,23,"Private",520759,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,30,"United-States","<=50K"
"4793",4793,18,"Self-emp-inc",174202,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,60,"United-States","<=50K"
"4794",4794,68,"State-gov",235882,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2377,60,"United-States",">50K"
"4795",4795,27,"Private",194652,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"4796",4796,60,"Private",116230,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"4797",4797,57,"State-gov",283635,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4798",4798,60,"Federal-gov",165630,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"United-States",">50K"
"4799",4799,56,"State-gov",466498,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,60,"United-States",">50K"
"4800",4800,46,"Self-emp-inc",198660,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,72,"United-States",">50K"
"4801",4801,40,"Federal-gov",178866,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
"4802",4802,45,"Self-emp-inc",36228,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",4386,0,35,"United-States",">50K"
"4803",4803,49,"Private",185385,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
